,Unnamed: 0,aimAction,aimPlayerGridList,avoidCommitPoint,conditionName,crossPoint,decisionSteps,goal,name,noiseNumber,noisePoint,obstacles,playerGrid,reactionTime,target1,target2,targetDiff,trajectory,participantsType,trajLength,goalPosteriorList
161,161,"[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[(13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6), (13, 5), (12, 5), (11, 5), (10, 5), (11, 6), (10, 6), (9, 6), (9, 5)]","(11, 11)",expCondition2,"(9, 9)",4,"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 2]",baomian-m-22,1,[13],"[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (14, 2), (13, 4), (2, 3), (14, 1), (2, 11), (7, 4), (5, 1), (14, 4), (12, 4), (7, 6), (2, 12)]","(14, 14)","[1158, 1590, 1790, 1990, 2230, 2446, 2662, 2870, 3070, 3310, 3574, 3766, 3958, 4134, 4550, 4798, 5126]","(5, 9)","(9, 5)",0,"[(14, 14), [13, 14], [13, 13], [13, 12], [13, 11], [13, 10], [13, 9], [13, 8], [13, 7], [13, 6], [13, 5], [12, 5], [11, 5], [12, 6], [11, 6], [10, 6], [9, 6], [9, 5]]",Human,18,"[0.5, 0.4952574015190639, 0.4952574012478254, 0.7809004876649546, 0.7809004878350936, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
165,165,"[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[(0, 1), (0, 2), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (1, 5), (2, 5), (3, 5), (4, 6), (4, 7), (4, 8)]","(2, 2)",expCondition2,"(4, 4)",2,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 2]",baomian-m-22,2,"[2, 10]","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (11, 3), (5, 11), (3, 9), (5, 8), (5, 13), (8, 11), (7, 12), (1, 9), (9, 1), (5, 9), (12, 10), (13, 2), (13, 9)]","(0, 0)","[966, 1174, 1774, 1982, 2238, 2750, 2942, 3374, 3590, 3814, 4030, 4542, 4757]","(8, 4)","(4, 8)",0,"[(0, 0), [0, 1], [0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 5], [2, 5], [3, 6], [4, 6], [4, 7], [4, 8]]",Human,14,"[0.5, 0.7416127804527354, 0.7416127806070916, 0.8917493645709063, 0.891749364648665, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
168,168,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]","[(11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (7, 1), (6, 1), (5, 1), (4, 1), (4, 2), (4, 3)]","(12, 1)",expCondition1,"(11, 3)",0,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]",baomian-m-22,1,[5],"[(13, 1), (11, 1), (13, 3), (10, 7), (5, 5), (13, 4), (7, 12), (12, 12), (7, 4), (8, 13), (7, 6), (13, 7), (9, 10), (14, 9), (3, 1), (3, 9), (2, 5), (13, 1)]","(12, 0)","[822, 1014, 1198, 1398, 1662, 1822, 2014, 2221, 2454, 2797, 3006]","(11, 10)","(4, 3)",0,"[(12, 0), [11, 0], [10, 0], [9, 0], [8, 0], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [4, 2], [4, 3]]",Human,12,"[0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
170,170,"[(0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[(2, 13), (2, 12), (2, 11), (3, 11), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (9, 11), (9, 10)]","(2, 13)",expCondition2,"(4, 10)",0,"[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0]",baomian-m-22,1,[4],"[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (0, 13), (5, 4), (5, 7), (5, 6), (9, 8), (13, 6), (6, 1), (3, 2), (10, 12), (9, 4), (10, 9), (10, 14), (10, 10)]","(2, 14)","[910, 1110, 1462, 1718, 1942, 2158, 2478, 2686, 2910, 3118, 3334, 3798, 4014]","(4, 5)","(9, 10)",0,"[(2, 14), [2, 13], [2, 12], [2, 11], [2, 12], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 11], [9, 10]]",Human,14,"[0.5, 0.4908124675024381, 0.49081246750775975, 0.27407573313299555, 0.5949688858093936, 0.8028142701989738, 0.9999682055901374, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
175,175,"[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1)]","[(12, 1), (12, 2), (12, 1), (12, 1), (12, 2), (12, 3), (12, 4), (11, 4), (10, 4), (10, 5), (10, 6), (11, 6), (11, 7), (11, 8)]","(12, 1)",expCondition1,"(11, 3)",0,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 1, 1]",baomian-m-22,2,"[2, 3]","[(13, 1), (11, 1), (13, 3), (7, 4), (8, 8), (13, 2), (14, 12), (6, 6), (6, 12), (12, 9), (3, 2), (5, 6), (10, 9), (10, 7), (7, 7), (3, 1), (2, 1), (2, 4)]","(12, 0)","[942, 1118, 1326, 1822, 2022, 2238, 2630, 2942, 3230, 3390, 3646, 3958, 4238, 4574]","(11, 8)","(6, 3)",0,"[(12, 0), [12, 1], [12, 0], [12, 0], [12, 1], [12, 2], [12, 3], [12, 4], [11, 4], [10, 4], [10, 5], [10, 6], [11, 6], [11, 7], [11, 8]]",Human,15,"[0.5, 0.7245883973425424, 0.7245883973425201, 0.8737658701388994, 0.9479457657793592, 0.9479457657793536, 0.9999886638686032, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
191,191,"[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1)]","[(2, 14), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (8, 14), (8, 13), (9, 14), (10, 14), (10, 13), (10, 12), (10, 11)]","(2, 13)",expCondition1,"(3, 11)",1,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0]",baomian-m-22,2,"[7, 8]","[(1, 13), (3, 13), (1, 11), (12, 1), (9, 3), (6, 7), (8, 4), (13, 3), (8, 1), (10, 10), (11, 7), (6, 3), (5, 8), (11, 4), (12, 5), (12, 13), (13, 1), (0, 6)]","(1, 14)","[766, 982, 1198, 1438, 1654, 1854, 2054, 2326, 2710, 3006, 3406, 3630, 3806]","(3, 4)","(10, 11)",0,"[(1, 14), [2, 14], [3, 14], [4, 14], [5, 14], [6, 14], [7, 14], [7, 13], [8, 14], [9, 14], [10, 14], [10, 13], [10, 12], [10, 11]]",Human,14,"[0.5, 0.5000000023132644, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
199,199,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[(13, 2), (12, 2), (11, 2), (10, 2), (10, 3), (9, 3), (9, 4), (10, 3), (10, 4), (9, 4), (8, 4), (7, 4), (6, 4), (5, 4)]","(13, 2)",expCondition2,"(10, 4)",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",baomian-m-22,2,"[5, 7]","[(13, 1), (11, 1), (13, 3), (10, 1), (13, 4), (5, 8), (12, 1), (2, 4), (9, 12), (7, 8), (2, 12), (8, 12), (2, 7), (4, 1), (12, 11), (4, 3), (4, 13), (13, 0)]","(14, 2)","[750, 926, 1166, 1662, 1870, 2078, 2270, 2462, 3190, 3406, 3630, 3822, 4014, 4222]","(10, 9)","(5, 4)",0,"[(14, 2), [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [9, 3], [10, 2], [10, 3], [10, 4], [9, 4], [8, 4], [7, 4], [6, 4], [5, 4]]",Human,15,"[0.5, 0.5138707879440005, 0.5138707879390995, 0.7035274785562192, 0.9997194731307281, 0.999223395384119, 0.9982647368359934, 0.6014869038390876, 0.35272242868428655, 0.0006105618994480356, 1.0, 1.0, 1.0, 1.0, 1.0]"
203,203,"[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 1), (13, 1), (12, 1), (11, 1), (10, 1), (9, 1), (8, 1), (7, 1), (6, 1), (6, 2), (6, 3), (6, 4)]","(11, 3)",expCondition1,"(10, 4)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0]",baomian-m-22,0,[],"[(12, 2), (14, 2), (10, 2), (12, 0), (12, 4), (4, 9), (7, 5), (11, 11), (5, 11), (4, 10), (1, 8), (4, 2), (5, 10), (2, 10), (11, 10), (4, 5), (3, 0), (6, 10)]","(14, 0)","[981, 1326, 1718, 1894, 2094, 2294, 2518, 2726, 2974, 3246, 3462, 3630]","(10, 8)","(6, 4)",0,"[(14, 0), [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1], [8, 1], [7, 1], [6, 1], [6, 2], [6, 3], [6, 4]]",Human,13,"[0.5, 0.4920723426602071, 0.4920723426468211, 0.8904383051595046, 0.8904383051602922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
206,206,"[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[(14, 12), (13, 12), (12, 12), (11, 12), (10, 12), (9, 12), (8, 12), (7, 12), (6, 12), (5, 12), (4, 11), (4, 10)]","(13, 12)",expCondition2,"(10, 10)",1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",baomian-m-22,1,[10],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (9, 7), (1, 5), (13, 2), (3, 8), (9, 9), (14, 14), (8, 14), (1, 6), (1, 3), (1, 2), (6, 2), (5, 3), (4, 4)]","(14, 13)","[1135, 1495, 1695, 1887, 2071, 2303, 2519, 2727, 2935, 3231, 4175, 4375]","(4, 10)","(10, 4)",0,"[(14, 13), [14, 12], [13, 12], [12, 12], [11, 12], [10, 12], [9, 12], [8, 12], [7, 12], [6, 12], [5, 11], [4, 11], [4, 10]]",Human,13,"[0.5, 0.49999998253801897, 0.5140546776090333, 0.5140546775513615, 0.7517825193841893, 0.9999578102707392, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
210,210,"[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1)]","[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (4, 2), (5, 2), (6, 2), (5, 1), (6, 1), (7, 1), (8, 1), (8, 2), (8, 3), (8, 4), (9, 4), (9, 5)]","(4, 4)",expCondition1,"(5, 5)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",baomian-m-22,2,"[6, 9]","[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (2, 10), (13, 4), (1, 10), (12, 1), (7, 13), (0, 12), (5, 13), (3, 10), (10, 12), (13, 12), (5, 12)]","(0, 0)","[870, 1094, 1390, 1614, 1822, 2030, 2246, 2462, 2710, 2926, 3222, 3478, 3726, 4006, 4238, 4494, 4982, 5182]","(9, 5)","(5, 9)",0,"[(0, 0), [0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [3, 2], [4, 2], [5, 2], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [8, 2], [8, 3], [8, 4], [9, 4], [9, 5]]",Human,19,"[0.5, 0.4998887303204248, 0.4962762950730692, 0.4962762950537867, 0.49627629505183635, 0.8933227913811836, 0.8933227913819726, 0.8933227913827615, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
217,217,"[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[(13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (4, 13), (4, 12), (4, 13), (4, 12), (4, 11), (4, 10)]","(12, 12)",expCondition2,"(10, 10)",2,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",baomian-m-22,1,[12],"[(13, 13), (13, 11), (11, 13), (13, 10), (10, 13), (8, 4), (9, 2), (3, 7), (14, 3), (6, 4), (1, 9), (10, 1), (5, 2), (9, 8), (2, 10), (3, 12), (5, 9), (6, 2)]","(14, 14)","[901, 1108, 1309, 1508, 1692, 1893, 2093, 2301, 2509, 2917, 3165, 3373, 3549, 3749, 3997, 4253]","(4, 10)","(10, 4)",0,"[(14, 14), [13, 14], [12, 14], [11, 14], [10, 14], [9, 14], [8, 14], [7, 14], [6, 14], [5, 14], [4, 14], [4, 13], [4, 14], [4, 13], [4, 12], [4, 11], [4, 10]]",Human,17,"[0.5, 0.6968288248623209, 0.6968288344392289, 0.9999999999999991, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
220,220,"[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0)]","[(0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (0, 7), (0, 6), (1, 6), (1, 5), (1, 4), (2, 4), (3, 4), (4, 4)]","(2, 12)",expCondition2,"(4, 10)",2,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",baomian-m-22,1,[8],"[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (12, 8), (11, 5), (11, 12), (12, 10), (5, 5), (9, 1), (1, 1), (12, 4), (7, 9), (8, 2), (1, 3), (12, 14), (3, 2)]","(0, 14)","[1078, 1303, 1551, 1759, 1983, 2199, 2415, 2631, 2855, 3103, 3831, 4095, 4359, 4591]","(4, 4)","(10, 10)",0,"[(0, 14), [0, 13], [0, 12], [0, 11], [0, 10], [0, 9], [0, 8], [0, 7], [1, 7], [1, 6], [1, 5], [1, 4], [2, 4], [3, 4], [4, 4]]",Human,15,"[0.5, 0.6967980921631379, 0.6967981018654938, 0.9999999999999991, 0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
222,222,"[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0)]","[(0, 12), (1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (5, 11), (6, 11), (7, 11), (8, 11), (9, 11), (8, 11), (8, 10), (9, 10)]","(1, 12)",expCondition2,"(4, 10)",1,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0, 2]",baomian-m-22,2,"[6, 11]","[(1, 13), (3, 13), (1, 11), (4, 13), (1, 10), (10, 1), (7, 6), (7, 14), (2, 2), (12, 12), (6, 3), (9, 2), (3, 14), (12, 11), (12, 10), (13, 9), (1, 3), (4, 3)]","(0, 13)","[974, 1494, 1838, 2078, 2694, 2942, 3174, 3454, 3766, 4094, 4662, 4998, 5646, 5910]","(4, 5)","(9, 10)",0,"[(0, 13), [0, 12], [1, 12], [2, 12], [3, 12], [4, 12], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [8, 12], [8, 11], [8, 10], [9, 10]]",Human,15,"[0.5, 0.4999999980394406, 0.5091366018614518, 0.5091366018559865, 0.7156440335900768, 0.9997408407239791, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
223,223,"[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]","[(0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (12, 3), (12, 4), (12, 5), (12, 6)]","(4, 4)",expCondition2,"(6, 6)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",baomian-m-22,0,[],"[(3, 3), (4, 0), (3, 1), (3, 5), (5, 3), (1, 3), (0, 4), (3, 6), (6, 3), (12, 9), (10, 12), (12, 11), (7, 9), (13, 12), (8, 7), (9, 13), (12, 7), (8, 9)]","(0, 0)","[974, 1190, 1662, 1878, 2086, 2270, 2494, 2694, 2878, 3070, 3286, 3494, 3710, 4038, 4478, 4694, 4878, 5094]","(12, 6)","(6, 12)",0,"[(0, 0), [0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [12, 3], [12, 4], [12, 5], [12, 6]]",Human,19,"[0.5, 0.4999455230242373, 0.49842492483343426, 0.4984249124151634, 0.49842490920796134, 0.7349214712276837, 0.7349214809285396, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
224,224,"[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]","[(13, 14), (13, 13), (14, 13), (14, 12), (14, 12), (13, 13), (12, 13), (11, 13), (10, 13), (9, 13), (8, 13), (7, 13), (6, 13), (5, 13), (4, 13), (3, 13), (3, 12), (3, 11), (3, 10), (3, 9)]","(11, 11)",expCondition2,"(9, 9)",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",baomian-m-22,1,[2],"[(12, 12), (12, 14), (12, 10), (14, 12), (10, 12), (12, 9), (9, 12), (8, 4), (3, 2), (8, 1), (2, 6), (7, 6), (13, 2), (2, 2), (2, 12), (6, 6), (2, 4), (4, 8)]","(14, 14)","[1054, 1350, 1590, 1814, 2006, 2438, 2646, 2846, 3038, 3238, 3422, 3630, 3846, 4046, 4254, 4750, 5022, 5246, 5446, 5670]","(3, 9)","(9, 3)",0,"[(14, 14), [13, 14], [14, 14], [14, 13], [14, 13], [14, 13], [13, 13], [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [3, 13], [3, 12], [3, 11], [3, 10], [3, 9]]",Human,21,"[0.5, 0.5037405651217561, 0.5037405701036395, 0.5000000067978037, 0.5004811681577753, 0.5009623286265618, 0.5009623230728347, 0.7352180856884447, 0.7352180953993366, 0.9999999999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
228,228,"[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (4, 3), (5, 3), (6, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (10, 4)]","(1, 2)",expCondition2,"(4, 4)",1,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",baomian-m-22,2,"[5, 8]","[(1, 1), (1, 3), (3, 1), (1, 4), (4, 1), (2, 11), (13, 4), (12, 11), (12, 2), (9, 9), (5, 9), (8, 10), (10, 9), (11, 11), (4, 12), (12, 10), (10, 11), (10, 0)]","(0, 1)","[775, 1166, 1375, 1567, 1751, 1959, 2223, 2455, 2680, 2927, 3183, 3431, 3671, 3935, 4231]","(10, 4)","(4, 10)",0,"[(0, 1), [0, 2], [1, 2], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [10, 4]]",Human,16,"[0.5, 0.4999999887574239, 0.5140169248825536, 0.514016924828793, 0.7414331657452915, 0.9998829553758677, 0.9999999698862527, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
247,247,"[(0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0)]","[(0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (1, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 8), (2, 9), (2, 10), (3, 10), (4, 10)]","(3, 3)",expCondition1,"(4, 4)",4,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0]",baomian-m-22,2,"[6, 10]","[(2, 2), (2, 0), (2, 4), (0, 2), (4, 2), (12, 6), (11, 6), (9, 12), (4, 13), (11, 4), (9, 7), (11, 10), (1, 12), (7, 12), (0, 11), (2, 13), (10, 5), (8, 11)]","(0, 0)","[990, 1302, 1846, 2054, 2254, 2886, 3686, 3910, 4110, 4326, 4614, 5094, 5342, 5742, 5966]","(10, 4)","(4, 10)",0,"[(0, 0), [0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 7], [2, 8], [2, 9], [2, 10], [3, 10], [4, 10]]",Human,16,"[0.5, 0.5067153843224309, 0.5067153881577124, 0.8653453777942931, 0.8653453779948515, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
261,261,"[(0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1)]","[(14, 1), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (5, 2), (4, 2), (4, 3), (4, 4), (4, 5)]","(10, 4)",expCondition1,"(9, 5)",6,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0]",baomian-m-22,0,[],"[(11, 3), (14, 4), (13, 3), (9, 3), (11, 5), (11, 1), (10, 0), (13, 12), (3, 9), (3, 8), (5, 13), (7, 12), (8, 12), (6, 7), (3, 3), (7, 8), (3, 10), (12, 11)]","(14, 0)","[982, 1254, 1518, 1718, 1918, 2110, 2302, 2502, 2686, 2894, 3142, 3470, 3718, 3926, 4094]","(9, 10)","(4, 5)",0,"[(14, 0), [14, 1], [14, 2], [13, 2], [12, 2], [11, 2], [10, 2], [9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [4, 3], [4, 4], [4, 5]]",Human,16,"[0.5, 0.49989861928224383, 0.49673590547030977, 0.4967359053313858, 0.49673590531278117, 0.874130717522962, 0.8741307175368075, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
263,263,"[(0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1)]","[(0, 12), (1, 12), (1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (6, 12), (7, 12), (8, 12), (9, 12), (9, 11)]","(1, 12)",expCondition1,"(3, 11)",1,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0]",baomian-m-22,1,[2],"[(1, 13), (3, 13), (1, 11), (11, 10), (11, 7), (9, 9), (12, 4), (11, 1), (5, 2), (12, 9), (13, 5), (4, 9), (11, 8), (7, 6), (12, 1), (8, 10), (10, 1), (13, 3)]","(0, 13)","[1182, 1470, 1710, 1934, 2150, 2342, 2542, 2758, 2966, 3182, 3406, 3766]","(3, 5)","(9, 11)",0,"[(0, 13), [0, 12], [0, 12], [1, 12], [2, 12], [3, 12], [4, 12], [5, 12], [6, 12], [7, 12], [8, 12], [9, 12], [9, 11]]",Human,13,"[0.5, 0.4999999997058453, 0.6722126978656536, 0.807899617413501, 0.8078996174131938, 0.9999622536907448, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
268,268,"[(0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[(0, 13), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 9), (12, 8)]","(4, 10)",expCondition2,"(6, 8)",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 0, 0]",baomian-m-22,1,[1],"[(3, 11), (0, 10), (1, 11), (5, 11), (3, 9), (3, 13), (4, 14), (6, 11), (3, 8), (8, 1), (9, 3), (11, 1), (8, 5), (13, 1), (13, 3), (6, 1), (9, 5), (1, 1)]","(0, 14)","[814, 1038, 1614, 1990, 2414, 2998, 3246, 3454, 3678, 4022, 4278, 4574, 4814, 5086, 5302, 5534, 5838, 6062]","(6, 2)","(12, 8)",0,"[(0, 14), [1, 14], [1, 13], [2, 13], [2, 12], [2, 11], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10], [12, 9], [12, 8]]",Human,19,"[0.5, 0.49994578390112493, 0.4992359680963997, 0.501602493710841, 0.5016024964327188, 0.2657695148130999, 0.2657695051034753, 0.3326934871259804, 0.3326934870740114, 0.5597878550109513, 0.9994806276326169, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
